Previous,Current,HighestNext,GoldAmount,ExpectedAmount,HighestProbAmount,HighestAmount,LowestAmount,IsSame
START_STATE,Under60_MI198,Under60_MI227,1817.46,70.01195804195802,0.0,740.65,-145.0,False
Under60_MI198,Under60_MI198,Under60_MI227,98.45,34.364082278481014,0.0,231.32,0.0,False
Under60_MI198,Under60_MI227,Under60_MI227,76.53,34.364082278481014,0.0,231.32,0.0,True
Under60_MI227,Under60_MI227,Under60_MI227,165.72,53.73738580837051,0.0,1612.42,-145.0,True
Under60_MI227,Under60_MI233,Under60_MI227,504.77,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI233,Under60_MI200,Under60_MI233,504.77,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI200,Under60_MI231,Under60_MI227,504.77,35.91293513166345,0.0,850.01,0.0,False
Under60_MI231,Under60_MI240,Under60_MI227,504.77,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI240,Under60_MI240,Under60_MI227,504.77,59.73924876847292,0.0,1012.16,0.0,False
Under60_MI240,Under60_MI231,Under60_MI227,504.77,59.73924876847292,0.0,1012.16,0.0,False
Under60_MI231,Under60_MI227,Under60_MI227,504.77,61.23449904030709,0.0,1012.16,0.0,True
Under60_MI227,Under60_MI197,Under60_MI227,835.58,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI197,Under60_MI200,Under60_MI227,835.58,65.32232608695654,0.0,1058.54,0.0,False
Under60_MI200,Under60_MI196,Under60_MI227,835.58,35.91293513166345,0.0,850.01,0.0,False
Under60_MI196,Under60_MI231,Under60_MI227,835.58,50.901095890410964,0.0,448.76,0.0,False
Under60_MI231,Under60_MI231,Under60_MI227,835.58,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI231,Under60_MI240,Under60_MI227,835.58,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI240,Under60_MI233,Under60_MI227,835.58,59.73924876847292,0.0,1012.16,0.0,False
Under60_MI233,Under60_MI227,Under60_MI233,835.58,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI227,Under60_MI233,Under60_MI227,835.58,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI233,Under60_MI231,Under60_MI233,835.58,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI231,Under60_MI226,Under60_MI227,36.98,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI226,Under60_MI227,Under60_MI227,125.24,70.5755779376499,0.0,743.71,0.0,True
Under60_MI227,Under60_MI227,Under60_MI227,178.15,53.73738580837051,0.0,1612.42,-145.0,True
Under60_MI227,Under60_MI233,Under60_MI227,619.09,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI233,Under60_MI227,Under60_MI233,619.09,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI227,Under60_MI233,Under60_MI227,619.09,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI233,Under60_MI231,Under60_MI233,619.09,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI231,Under60_MI233,Under60_MI227,619.09,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI233,Under60_MI227,Under60_MI233,165.72,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI227,Under60_MI206,Under60_MI227,4.77,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI206,Under60_MI227,Under60_MI227,76.53,54.9267492566898,0.0,317.77,0.0,True
Under60_MI227,Under60_MI233,Under60_MI227,76.53,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI233,Under60_MI227,Under60_MI233,45.99,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI227,Under60_MI163,Under60_MI227,156.82,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI163,Under60_MI227,Under60_MI163,156.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI227,Under60_MI214,Under60_MI227,58.05,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.05,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI163,Under60_MI163,58.05,55.55395638098487,0.0,720.0,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.05,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,42.48,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI227,Under60_MI163,85.0,55.55395638098487,0.0,720.0,0.0,False
Under60_MI227,Under60_MI163,Under60_MI227,42.48,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI163,Under60_MI163,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,52.48,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,52.48,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,157.83,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI227,Under60_MI163,157.83,55.55395638098487,0.0,720.0,0.0,False
Under60_MI227,Under60_MI163,Under60_MI227,42.48,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI163,Under60_MI214,Under60_MI163,42.48,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,42.48,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI163,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI214,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI163,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI214,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI163,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI227,Under60_MI163,85.0,50.52207624633435,0.0,408.25,0.0,False
Under60_MI227,Under60_MI227,Under60_MI227,85.0,53.73738580837051,0.0,1612.42,-145.0,True
Under60_MI227,Under60_MI227,Under60_MI227,85.0,53.73738580837051,0.0,1612.42,-145.0,True
Under60_MI227,Under60_MI233,Under60_MI227,121.58,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI233,Under60_MI235,Under60_MI233,121.58,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI235,Under60_MI233,Under60_MI233,121.58,61.91336931818177,0.0,2907.85,0.0,True
Under60_MI233,Under60_MI231,Under60_MI233,121.58,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI231,Under60_MI163,Under60_MI227,58.19,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI243,Under60_MI163,239.81,50.52207624633435,0.0,408.25,0.0,False
Under60_MI243,Under60_MI226,Under60_MI243,29.93,67.99219622331688,0.0,5695.0,0.0,False
Under60_MI226,Under60_MI226,Under60_MI227,9.62,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI147,Under60_MI227,336.36,70.5755779376499,0.0,743.71,0.0,False
Under60_MI147,Under60_MI147,Under60_MI227,336.36,193.83681818181824,15.06,1479.46,15.06,False
Under60_MI147,Under60_MI147,Under60_MI227,336.36,193.83681818181824,15.06,1479.46,15.06,False
Under60_MI147,Under60_MI227,Under60_MI227,336.36,193.83681818181824,15.06,1479.46,15.06,True
Under60_MI227,Under60_MI227,Under60_MI227,336.36,53.73738580837051,0.0,1612.42,-145.0,True
Under60_MI227,Under60_MI227,Under60_MI227,336.36,53.73738580837051,0.0,1612.42,-145.0,True
Under60_MI227,Under60_MI226,Under60_MI227,29.93,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI226,Under60_MI226,Under60_MI227,9.62,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI227,Under60_MI227,298.44,70.5755779376499,0.0,743.71,0.0,True
Under60_MI227,Under60_MI227,Under60_MI227,142.67,53.73738580837051,0.0,1612.42,-145.0,True
Under60_MI227,Under60_MI228,Under60_MI227,298.44,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI228,Under60_MI228,Under60_MI228,298.44,17.600709199658215,0.0,785.0,-31.99,True
Under60_MI228,Under60_MI163,Under60_MI228,58.19,17.600709199658215,0.0,785.0,-31.99,False
Under60_MI163,Under60_MI233,Under60_MI163,9.04,55.55395638098487,0.0,720.0,0.0,False
Under60_MI233,Under60_MI231,Under60_MI233,9.04,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI231,Under60_MI214,Under60_MI227,58.19,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI214,Under60_MI214,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI226,Under60_MI163,9.62,55.55395638098487,0.0,720.0,0.0,False
Under60_MI226,Under60_MI226,Under60_MI227,29.93,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI163,Under60_MI227,42.48,70.5755779376499,0.0,743.71,0.0,False
Under60_MI163,Under60_MI226,Under60_MI163,9.62,55.55395638098487,0.0,720.0,0.0,False
Under60_MI226,Under60_MI226,Under60_MI227,29.65,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI163,Under60_MI227,42.48,70.5755779376499,0.0,743.71,0.0,False
Under60_MI163,Under60_MI226,Under60_MI163,69.88,55.55395638098487,0.0,720.0,0.0,False
Under60_MI226,Under60_MI226,Under60_MI227,69.88,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI227,Under60_MI227,65.67,70.5755779376499,0.0,743.71,0.0,True
Under60_MI227,Under60_MI226,Under60_MI227,24.45,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI226,Under60_MI226,Under60_MI227,24.45,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI163,Under60_MI227,58.19,70.5755779376499,0.0,743.71,0.0,False
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,42.48,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI163,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,58.19,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,58.19,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI214,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI163,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI214,Under60_MI163,57.82,55.55395638098487,0.0,720.0,0.0,False
Under60_MI214,Under60_MI214,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,False
Under60_MI214,Under60_MI163,Under60_MI163,57.82,50.52207624633435,0.0,408.25,0.0,True
Under60_MI163,Under60_MI227,Under60_MI163,103.18,55.55395638098487,0.0,720.0,0.0,False
Under60_MI227,Under60_MI226,Under60_MI227,12.75,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI226,Under60_MI226,Under60_MI227,272.47,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI227,Under60_MI227,272.47,70.5755779376499,0.0,743.71,0.0,True
Under60_MI227,Under60_MI226,Under60_MI227,94.82,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI226,Under60_MI226,Under60_MI227,94.82,70.5755779376499,0.0,743.71,0.0,False
Under60_MI226,Under60_MI130,Under60_MI227,24.98,70.5755779376499,0.0,743.71,0.0,False
Under60_MI130,Under60_MI231,Under60_MI227,63.89,79.65520000000002,0.0,540.6,0.0,False
Under60_MI231,Under60_MI235,Under60_MI227,63.89,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI235,Under60_MI233,Under60_MI233,63.89,61.91336931818177,0.0,2907.85,0.0,True
Under60_MI233,Under60_MI233,Under60_MI233,63.89,76.15642889647324,0.0,2982.3,-137.28,True
Under60_MI233,Under60_MI227,Under60_MI233,181.9,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI227,Under60_MI197,Under60_MI227,244.47,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI197,Under60_MI197,Under60_MI227,49.45,65.32232608695654,0.0,1058.54,0.0,False
Under60_MI197,Under60_MI197,Under60_MI227,244.47,65.32232608695654,0.0,1058.54,0.0,False
Under60_MI197,Under60_MI231,Under60_MI227,42.53,65.32232608695654,0.0,1058.54,0.0,False
Under60_MI231,Under60_MI235,Under60_MI227,42.53,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI235,Under60_MI233,Under60_MI233,42.53,61.91336931818177,0.0,2907.85,0.0,True
Under60_MI233,Under60_MI233,Under60_MI233,42.53,76.15642889647324,0.0,2982.3,-137.28,True
Under60_MI233,Under60_MI228,Under60_MI233,254.53,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI228,Under60_MI227,Under60_MI228,254.53,17.600709199658215,0.0,785.0,-31.99,False
Under60_MI227,Under60_MI228,Under60_MI227,254.53,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI228,Under60_MI227,Under60_MI228,254.53,17.600709199658215,0.0,785.0,-31.99,False
Under60_MI227,Under60_MI213,Under60_MI227,162.4,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI213,Under60_MI212,Under60_MI213,162.4,45.2432903641637,0.0,871.0,0.0,False
Under60_MI212,Under60_MI213,Under60_MI213,162.4,52.444210526315814,0.0,772.07,0.0,True
Under60_MI213,Under60_MI213,Under60_MI213,162.4,45.2432903641637,0.0,871.0,0.0,True
Under60_MI213,Under60_MI235,Under60_MI213,1249.19,45.2432903641637,0.0,871.0,0.0,False
Under60_MI235,Under60_MI183,Under60_MI233,1249.19,61.91336931818177,0.0,2907.85,0.0,False
Under60_MI183,Under60_MI233,Under60_MI227,1249.19,62.08858455882353,0.0,693.52,0.0,False
Under60_MI233,Under60_MI233,Under60_MI233,1249.19,76.15642889647324,0.0,2982.3,-137.28,True
Under60_MI233,Under60_MI231,Under60_MI233,1249.19,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI231,Under60_MI231,Under60_MI227,1249.19,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI231,Under60_MI227,Under60_MI227,171.8,61.23449904030709,0.0,1012.16,0.0,True
Under60_MI227,Under60_MI202,Under60_MI227,1249.19,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI202,Under60_MI233,Under60_MI227,1249.19,53.98422330097085,0.0,618.1,0.0,False
Under60_MI233,Under60_MI231,Under60_MI233,1249.19,76.15642889647324,0.0,2982.3,-137.28,False
Under60_MI231,Under60_MI183,Under60_MI227,15.8,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI183,Under60_MI202,Under60_MI227,12.24,62.08858455882353,0.0,693.52,0.0,False
START_STATE,Under60_MI227,Under60_MI227,100.41,70.01195804195802,0.0,740.65,-145.0,True
Under60_MI227,Under60_MI231,Under60_MI227,100.41,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI231,Under60_MI237,Under60_MI227,100.41,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI237,Under60_MI227,Under60_MI227,0.0,64.70258235919238,0.0,397.0,0.0,True
Under60_MI227,Under60_MI237,Under60_MI227,0.0,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI237,Under60_MI231,Under60_MI227,0.0,64.70258235919238,0.0,397.0,0.0,False
Under60_MI231,Under60_MI19,Under60_MI227,575.0,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI19,Under60_MI227,Under60_MI19,575.0,187.1104347826087,0.0,849.19,0.0,False
Under60_MI227,Under60_MI19,Under60_MI227,575.0,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI19,Under60_MI227,Under60_MI19,575.0,187.1104347826087,0.0,849.19,0.0,False
Under60_MI227,Under60_MI231,Under60_MI227,0.0,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI231,Under60_MI237,Under60_MI227,0.0,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI237,Under60_MI200,Under60_MI227,0.0,64.70258235919238,0.0,397.0,0.0,False
Under60_MI200,Under60_MI227,Under60_MI227,0.0,35.91293513166345,0.0,850.01,0.0,True
Under60_MI227,Under60_MI231,Under60_MI227,0.0,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI231,Under60_MI237,Under60_MI227,0.0,61.23449904030709,0.0,1012.16,0.0,False
Under60_MI237,Under60_MI237,Under60_MI227,0.0,64.70258235919238,0.0,397.0,0.0,False
Under60_MI237,Under60_MI227,Under60_MI227,0.0,64.70258235919238,0.0,397.0,0.0,True
Under60_MI227,Under60_MI237,Under60_MI227,0.0,53.73738580837051,0.0,1612.42,-145.0,False
Under60_MI237,Under60_MI227,Under60_MI227,0.0,64.70258235919238,0.0,397.0,0.0,True
START_STATE,Under60_MI234,Under60_MI227,53.32,70.01195804195802,0.0,740.65,-145.0,False
Under60_MI234,Under60_MI232,Under60_MI234,494.26,113.54990701606091,0.0,5759.22,0.0,False
Under60_MI232,Under60_MI33,Under60_MI232,494.26,63.942397260273964,0.0,1064.9,-464.94,False
Under60_MI33,Under60_MI234,Under60_MI234,0.0,22.621818181818185,0.0,64.24,0.0,True
START_STATE,Under60_NJ227,Under60_MI227,90.0,70.01195804195802,0.0,740.65,-145.0,False
Under60_NJ227,Under60_NJ243,Under60_NJ227,135.0,224.86989932885905,0.0,26466.22,0.0,False
Under60_NJ243,Under60_NJ227,Under60_NJ243,135.0,223.475,0.0,2472.0,0.0,False
Under60_NJ227,Under60_NJ227,Under60_NJ227,59.98,224.86989932885905,0.0,26466.22,0.0,True
Under60_NJ227,Under60_NJ227,Under60_NJ227,248.27,224.86989932885905,0.0,26466.22,0.0,True
START_STATE,Under30_NY197,Under60_MI227,0.0,70.01195804195802,0.0,740.65,-145.0,False
Under30_NY197,Under30_NY197,Under30_NY197,0.0,270.8019047619048,589.89,951.06,0.0,True
Under30_NY197,Under30_NY206,Under30_NY197,157.06,270.8019047619048,589.89,951.06,0.0,False
Under30_NY206,Under30_NY206,Under30_NY206,157.06,102.70064000000002,126.03,285.2,0.0,True
Under30_NY206,Under30_NY227,Under30_NY206,156.83,102.70064000000002,126.03,285.2,0.0,False
Under30_NY227,Under30_NY228,Under30_NY227,23.0,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY228,Under30_NY228,Under30_NY228,23.0,187.5571647509578,23.0,584.59,0.0,True
Under30_NY228,Under30_NY231,Under30_NY228,97.29,187.5571647509578,23.0,584.59,0.0,False
Under30_NY231,Under30_NY227,Under30_NY233,97.29,141.83842105263162,41.94,1195.75,0.0,False
Under30_NY227,Under30_NY227,Under30_NY227,97.29,180.30015384615385,77.37,1609.08,0.0,True
Under30_NY227,Under30_NY231,Under30_NY227,97.29,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY231,Under30_NY231,Under30_NY233,48.12,141.83842105263162,41.94,1195.75,0.0,False
Under30_NY231,Under30_NY233,Under30_NY233,48.12,141.83842105263162,41.94,1195.75,0.0,True
Under30_NY233,Under30_NY233,Under30_NY233,48.12,245.44373626373616,493.85,12924.19,0.0,True
Under30_NY233,Under30_NY228,Under30_NY233,46.04,245.44373626373616,493.85,12924.19,0.0,False
Under30_NY228,Under30_NY233,Under30_NY228,48.12,187.5571647509578,23.0,584.59,0.0,False
Under30_NY233,Under30_NY233,Under30_NY233,48.12,245.44373626373616,493.85,12924.19,0.0,True
Under30_NY233,Under30_NY227,Under30_NY233,262.1,245.44373626373616,493.85,12924.19,0.0,False
Under30_NY227,Under30_NY227,Under30_NY227,262.1,180.30015384615385,77.37,1609.08,0.0,True
Under30_NY227,Under30_NY228,Under30_NY227,46.04,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY228,Under30_NY233,Under30_NY228,23.57,187.5571647509578,23.0,584.59,0.0,False
Under30_NY233,Under30_NY231,Under30_NY233,23.57,245.44373626373616,493.85,12924.19,0.0,False
Under30_NY231,Under30_NY202,Under30_NY233,187.74,141.83842105263162,41.94,1195.75,0.0,False
Under30_NY202,Under30_NY183,Under30_NY227,46.92,208.56305555555556,286.99,843.8,0.0,False
Under30_NY183,Under30_NY233,Under30_NY227,23.57,121.67450000000001,0.0,212.67,0.0,False
Under30_NY233,Under30_NY233,Under30_NY233,23.57,245.44373626373616,493.85,12924.19,0.0,True
Under30_NY233,Under30_NY233,Under30_NY233,23.57,245.44373626373616,493.85,12924.19,0.0,True
Under30_NY233,Under30_NY206,Under30_NY233,12.57,245.44373626373616,493.85,12924.19,0.0,False
Under30_NY206,Under30_NY227,Under30_NY206,187.74,102.70064000000002,126.03,285.2,0.0,False
Under30_NY227,Under30_NY227,Under30_NY227,378.23,180.30015384615385,77.37,1609.08,0.0,True
Under30_NY227,Under30_NY228,Under30_NY227,378.23,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY228,Under30_NY228,Under30_NY228,378.23,187.5571647509578,23.0,584.59,0.0,True
Under30_NY228,Under30_NY228,Under30_NY228,378.23,187.5571647509578,23.0,584.59,0.0,True
Under30_NY228,Under30_NY227,Under30_NY228,300.77,187.5571647509578,23.0,584.59,0.0,False
Under30_NY227,Under30_NY228,Under30_NY227,300.77,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY228,Under30_NY228,Under30_NY228,300.77,187.5571647509578,23.0,584.59,0.0,True
Under30_NY228,Under30_NY227,Under30_NY228,75.93,187.5571647509578,23.0,584.59,0.0,False
Under30_NY227,Under30_NY231,Under30_NY227,342.51,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY231,Under30_NY227,Under30_NY233,342.51,141.83842105263162,41.94,1195.75,0.0,False
Under30_NY227,Under30_NY228,Under30_NY227,342.51,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY228,Under30_NY228,Under30_NY228,342.51,187.5571647509578,23.0,584.59,0.0,True
Under30_NY228,Under30_NY227,Under30_NY228,77.68,187.5571647509578,23.0,584.59,0.0,False
Under30_NY227,Under30_NY227,Under30_NY227,266.4,180.30015384615385,77.37,1609.08,0.0,True
Under30_NY227,Under30_NY233,Under30_NY227,24.14,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY233,Under30_NY231,Under30_NY233,24.14,245.44373626373616,493.85,12924.19,0.0,False
Under30_NY231,Under30_NY202,Under30_NY233,190.47,141.83842105263162,41.94,1195.75,0.0,False
Under30_NY202,Under30_NY233,Under30_NY227,24.14,208.56305555555556,286.99,843.8,0.0,False
Under30_NY233,Under30_NY233,Under30_NY233,24.14,245.44373626373616,493.85,12924.19,0.0,True
Under30_NY233,Under30_NY233,Under30_NY233,24.14,245.44373626373616,493.85,12924.19,0.0,True
Under30_NY233,Under30_NY227,Under30_NY233,190.47,245.44373626373616,493.85,12924.19,0.0,False
Under30_NY227,Under30_NY183,Under30_NY227,47.42,180.30015384615385,77.37,1609.08,0.0,False
Under30_NY183,Under30_NY227,Under30_NY227,161.34,121.67450000000001,0.0,212.67,0.0,True
Under30_NY227,Under30_NY227,Under30_NY227,161.34,180.30015384615385,77.37,1609.08,0.0,True
START_STATE,Under60_CO227,Under60_MI227,0.0,70.01195804195802,0.0,740.65,-145.0,False
Under60_CO227,Under60_CO200,Under60_CO227,25.0,59.86464220183487,0.0,444.6,0.0,False
Under60_CO200,Under60_CO227,Under60_CO227,25.0,67.26893617021277,25.0,216.26,0.0,True
Under60_CO227,Under60_CO206,Under60_CO227,0.0,59.86464220183487,0.0,444.6,0.0,False
Under60_CO206,Under60_CO206,Under60_CO227,0.0,92.77045977011493,25.0,267.01,0.0,False
Under60_CO206,Under60_CO206,Under60_CO227,0.0,92.77045977011493,25.0,267.01,0.0,False
